Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,project,Report Status,Task Group
T123603.14,Closed,JPC Project Management>EHS Inspections,No speed limit signs on access road,12/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,12/03/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T123603.13,EHS Good Observation,JPC Project Management>EHS Inspections,Good traffic management at pedestrian crossing,12/03/2020,,Safety Notice (Green) - Good Observation,Traffic Management,12/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.62,EHS Good Observation,JPC Project Management>EHS Inspections,Shoot being cleaned out at,11/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,11/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T119863.61,EHS Good Observation,JPC Project Management>EHS Inspections,Systems in place for keeping the roads clean,11/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,11/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T119863.60,EHS Good Observation,JPC Project Management>EHS Inspections,Demarcation and signage,11/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,11/03/2020,,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Electrical,1338,Closed,Safety
T119863.59,Closed,JPC Project Management>EHS Inspections,Edge protection barriers to be maintained and put back once stripped for a specific activity,11/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,31/03/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T119863.58,Closed,JPC Project Management>EHS Inspections,"Stacking of rebar cages too high, risk to access when slinging",11/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,31/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Storage,1338,Closed,Safety
T123603.12,Closed,JPC Project Management>EHS Inspections,Lorries not obeying speed limit when accessing site,10/03/2020,,Safety Notice (Amber) - General Issue,Traffic Management,02/04/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T123603.11,EHS Good Observation,JPC Project Management>EHS Inspections,Good exclusion zone,10/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,10/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T123603.10,EHS Good Observation,JPC Project Management>EHS Inspections,Mushroom heads on rebar,10/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,10/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Management,1338,Closed,Safety
T123603.9,EHS Good Observation,JPC Project Management>EHS Inspections,Material Compound kept tidy,10/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,10/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T123603.8,EHS Good Observation,JPC Project Management>EHS Inspections,Material Compound kept tidy,10/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,10/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T123603.7,EHS Good Observation,JPC Project Management>EHS Inspections,Mushroom heads on rebar,10/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,10/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Management,1338,Closed,Safety
T123603.6,Closed,JPC Project Management>EHS Inspections,Edge protection needed for excavated trench,10/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,02/04/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T123603.5,Closed,JPC Project Management>EHS Inspections,Speed signs to be put up. Lorries coming into site at speed,10/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Management,1338,Closed,Safety
T123603.4,EHS Good Observation,JPC Project Management>EHS Inspections,Good use of signage,10/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,10/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T123603.3,EHS Good Observation,JPC Project Management>EHS Inspections,Walkways kept tidy,10/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,10/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T123603.2,Closed,JPC Project Management>EHS Inspections,Access road needs cleaned. Wheel washed not being used,10/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T123603.1,EHS Good Observation,JPC Project Management>EHS Inspections,Good traffic management,10/03/2020,,Safety Notice (Green) - Good Observation,Traffic Management,10/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Management,1338,Closed,Safety
T121345.6,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block A>Lvl 00 Ground Floor,BCAR Architecture inspection SA DM sub station foundations complete for lowest level. retail pad excavation in progress. viewe with contractor and client.,10/03/2020,43907,Design Team - BCAR Architectural,Assigned Certifier,10/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121345.5,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Carpark>00 Lower Gound,BCAR Architecture inspection SA DM piling progress and alignment viewed with contractor and client. methodology agreed.,10/03/2020,43907,Design Team - BCAR Architectural,Assigned Certifier,10/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121345.4,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block B>Lvl 00 Ground Floor,BCAR Architecture inspection SA DM  north substation first block course on foundations viewed with contractor. JDP to return once three courses.,10/03/2020,43907,Design Team - BCAR Architectural,Assigned Certifier,10/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T119863.57,Closed,JPC Project Management>EHS Inspections,install stairs,05/03/2020,,JPC - Progress Photo,Main Contractor,17/06/2020,FormAnswer,FALSE,FALSE,TRUE,FALSE,,,1338,Closed,Site Management
T119863.56,Closed,JPC Project Management>EHS Inspections,wire toilet block and security,05/03/2020,43902,JPC - Upcoming Work Planning,Electrical,05/03/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,,1338,Closed,Site Management
T119863.55,Closed,JPC Project Management>EHS Inspections,Clear walkways set up with red hoop barriers,05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.54,Closed,JPC Project Management>EHS Inspections,Edge protection required for excavated pads,05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T119863.53,Closed,JPC Project Management>EHS Inspections,Ensure safe access in place for access into foundations,05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.52,Closed,JPC Project Management>EHS Inspections,Clear access to store (TKM),05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.51,Closed,JPC Project Management>EHS Inspections,Remove single use slings (TKM),05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Lifting / Slinging,1338,Closed,Safety
T119863.50,Closed,JPC Project Management>EHS Inspections,Remove plastic fuel cans (TKM to remove) from TKM store,05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1338,Closed,Safety
T119863.49,Closed,JPC Project Management>EHS Inspections,"Remove old signage, ensure appropriate signage in right location",05/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.48,Closed,JPC Project Management>EHS Inspections,"Lavin vechile parked in wheel wash, wheel wash not operational yet, must be set up ASAP",05/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T121354.13,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Leanmixed pads,05/03/2020,43902,Design Team - BCAR Structural,,05/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.12,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Pad installation ongoing,05/03/2020,43902,Design Team - BCAR Structural,,05/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.11,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Ensure pad sizes are as per Aecom drwgs issued 04/03.,05/03/2020,43902,Design Team - BCAR Structural,,28/08/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.10,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Reinforcement and holding down bolts ready on site. JPC to check setting out with latest design team comments,05/03/2020,43902,Design Team - BCAR Structural,,28/08/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.9,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,South substations works ongoing. Contractor to send concrete cube results when ready. starter bars visible for retaining  wall,05/03/2020,43902,Design Team - BCAR Structural,,05/03/2020,,FALSE,FALSE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.8,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,South substations works ongoing. Contractor to send concrete cube results when ready,05/03/2020,43902,Design Team - BCAR Structural,,28/08/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.7,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Guide wall construction ongoing. design of secant pile wall between glass cpq to cpy is in coordination.,05/03/2020,43902,Design Team - BCAR Structural,,28/08/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.6,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piling works ongoing. At west elevation adj to staircore piles to be broken as per BL design,05/03/2020,43902,Design Team - BCAR Structural,,28/08/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.5,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piling works ongoing. At west elevation adj to staircore piles to be broken as per BL design,05/03/2020,43902,Design Team - BCAR Structural,,28/08/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121345.3,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block B,"BCAR Architecture inspection SA DM AD 
",05/03/2020,43902,Design Team - BCAR Architectural,Assigned Certifier,05/03/2020,,FALSE,TRUE,TRUE,FALSE,,,1338,Closed,Design Team
T121345.2,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Carpark,"BCAR Architecture inspection SA DM AD 
",05/03/2020,43902,Design Team - BCAR Architectural,Assigned Certifier,05/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121345.1,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block B>Lvl 00 Ground Floor,"BCAR Architecture inspection SA DM AD 
",05/03/2020,43902,Design Team - BCAR Architectural,Assigned Certifier,05/03/2020,,FALSE,TRUE,TRUE,FALSE,,,1338,Closed,Design Team
T119863.46,EHS Good Observation,JPC Project Management>Statuatory Forms,"temporary safety station in place, contact details and fire& emergency plan to be updated",04/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,04/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.44,EHS Good Observation,JPC Project Management>Statuatory Forms,barrier erection on going to piling mat,04/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,04/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.42,EHS Good Observation,JPC Project Management>Statuatory Forms,Well detailed DSS specific to the task and associated contractors,04/03/2020,,Safety Notice (Green) - Good Observation,Piling,04/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.41,EHS Good Observation,JPC Project Management>Statuatory Forms,pile rebar protected,04/03/2020,,Safety Notice (Green) - Good Observation,Piling,04/03/2020,,FALSE,FALSE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.39,EHS Good Observation,JPC Project Management>EHS Inspections,pile rebar protected,04/03/2020,,Safety Notice (Green) - Good Observation,Piling,04/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.37,EHS Good Observation,JPC Project Management>EHS Inspections,rebar starter bars protected with mushroom  caps,04/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,04/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.35,EHS Good Observation,JPC Project Management>EHS Inspections,TKM prefab area exclusion zone in place including signage,04/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,04/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.33,Closed,JPC Project Management>EHS Inspections,drip tray required at generator,04/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,.,JPC - Quality - Management,1338,Closed,Safety
T119863.31,EHS Good Observation,JPC Project Management>EHS Inspections,muckaway loading area well maintained and exclusion zones in place,04/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,04/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T119863.29,Closed,JPC Project Management>EHS Inspections,full time spotter required at lower haul road,04/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,31/08/2020,FormAnswer,FALSE,FALSE,TRUE,FALSE,Behavioural Failure,JPC - Safey - Access,1338,Closed,Safety
T119863.27,Closed,JPC Project Management>EHS Inspections,speed signs to be erected,04/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,.,JPC - Safey - Access,1338,Closed,Safety
T122841.5,EHS Good Observation,JPC Project Management>EHS Inspections,good segregation of pedestrian walkway and haul road by sheet piling,03/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,03/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safey - Access,1338,Closed,Safety
T122841.4,Closed,JPC Project Management>EHS Inspections,wheel wash not in use,03/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T122841.3,Closed,JPC Project Management>EHS Inspections,barriers needed to edge of pile mat,03/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,07/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T122841.2,EHS Good Observation,JPC Project Management>EHS Inspections,DSS is accurate for works,03/03/2020,,Safety Notice (Green) - Good Observation,Piling,03/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Management,1338,Closed,Safety
T122841.1,Closed,JPC Project Management>EHS Inspections,more barriers needed to protect from fall,03/03/2020,,Safety Notice (Amber) - General Issue,Piling,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T119863.26,Closed,JPC Project Management>EHS Inspections,Work area to be railed off on the North and South edges,02/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safey - Access,1338,Closed,Safety
T119863.25,EHS Good Observation,JPC Project Management>EHS Inspections,Railings installed at change in levels,02/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,02/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safey - Access,1338,Closed,Safety
T119863.24,EHS Good Observation,JPC Project Management>EHS Inspections,Walkway up to site,02/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,02/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safey - Access,1338,Closed,Safety
T119863.23,EHS Good Observation,JPC Project Management>EHS Inspections,Walkway to piling area,02/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,02/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safey - Access,1338,Closed,Safety
